,Max Iter,Alpha,Num Node 1,Num Node 2,MSE
286,1000,1e-05,5,3,1.469
287,1000,1e-05,5,5,1.973
288,1000,1e-05,5,7,2.58
289,1000,1e-05,5,9,3.522
290,1000,1e-05,7,1,1.391
291,1000,1e-05,7,3,1.396
292,1000,1e-05,7,5,1.752
293,1000,1e-05,7,7,1.994
294,1000,1e-05,7,9,3.283
295,1000,1e-05,9,1,1.225
296,1000,1e-05,9,3,1.318
297,1000,1e-05,9,5,1.739
298,1000,1e-05,9,7,1.721
299,1000,1e-05,9,9,1.859
