,Max Iter,Alpha,Num Node 1,Num Node 2,MSE
381,100,1e-07,3,15,2.823
382,100,1e-07,3,17,2.609
383,100,1e-07,3,19,2.732
384,100,1e-07,3,21,2.657
385,100,1e-07,5,1,4.483
386,100,1e-07,5,3,4.125
387,100,1e-07,5,5,4.768
388,100,1e-07,5,7,3.507
389,100,1e-07,5,9,4.852
390,100,1e-07,5,11,3.617
391,100,1e-07,5,13,4.049
392,100,1e-07,5,15,3.629
393,100,1e-07,5,17,4.402
394,100,1e-07,5,19,3.732
395,100,1e-07,5,21,4.653
396,100,1e-07,7,1,7.274
397,100,1e-07,7,3,6.312
398,100,1e-07,7,5,5.738
399,100,1e-07,7,7,6.752
400,100,1e-07,7,9,6.727
401,100,1e-07,7,11,6.014
402,100,1e-07,7,13,6.33
403,100,1e-07,7,15,7.127
404,100,1e-07,7,17,5.467
405,100,1e-07,7,19,5.629
406,100,1e-07,7,21,7.248
407,100,1e-07,9,1,9.452
408,100,1e-07,9,3,7.581
409,100,1e-07,9,5,9.556
410,100,1e-07,9,7,9.787
411,100,1e-07,9,9,8.411
412,100,1e-07,9,11,10.089
413,100,1e-07,9,13,8.57
414,100,1e-07,9,15,7.101
415,100,1e-07,9,17,8.383
416,100,1e-07,9,19,7.135
417,100,1e-07,9,21,7.966
418,100,1e-07,11,1,12.936
419,100,1e-07,11,3,11.742
420,100,1e-07,11,5,12.349
421,100,1e-07,11,7,11.633
422,100,1e-07,11,9,12.932
423,100,1e-07,11,11,11.896
424,100,1e-07,11,13,10.395
425,100,1e-07,11,15,13.097
426,100,1e-07,11,17,11.932
427,100,1e-07,11,19,11.864
428,100,1e-07,11,21,11.512
429,100,1e-07,13,1,16.154
430,100,1e-07,13,3,16.202
431,100,1e-07,13,5,16.786
432,100,1e-07,13,7,14.116
433,100,1e-07,13,9,15.109
434,100,1e-07,13,11,14.569
435,100,1e-07,13,13,14.902
436,100,1e-07,13,15,13.016
437,100,1e-07,13,17,17.038
438,100,1e-07,13,19,14.895
439,100,1e-07,13,21,15.976
440,100,1e-07,15,1,21.315
441,100,1e-07,15,3,21.977
442,100,1e-07,15,5,19.063
443,100,1e-07,15,7,19.807
444,100,1e-07,15,9,20.776
445,100,1e-07,15,11,18.8
446,100,1e-07,15,13,21.166
447,100,1e-07,15,15,21.13
448,100,1e-07,15,17,23.145
449,100,1e-07,15,19,18.121
450,100,1e-07,15,21,19.768
451,100,1e-07,17,1,21.967
452,100,1e-07,17,3,21.058
453,100,1e-07,17,5,23.122
454,100,1e-07,17,7,22.859
455,100,1e-07,17,9,21.823
456,100,1e-07,17,11,22.193
457,100,1e-07,17,13,23.907
458,100,1e-07,17,15,22.486
459,100,1e-07,17,17,24.831
460,100,1e-07,17,19,27.459
461,100,1e-07,17,21,22.822
462,100,1e-07,19,1,28.448
463,100,1e-07,19,3,26.774
464,100,1e-07,19,5,32.475
465,100,1e-07,19,7,30.059
466,100,1e-07,19,9,29.895
467,100,1e-07,19,11,29.362
468,100,1e-07,19,13,29.779
469,100,1e-07,19,15,32.082
470,100,1e-07,19,17,30.86
471,100,1e-07,19,19,33.495
472,100,1e-07,19,21,29.83
473,100,1e-07,21,1,34.445
474,100,1e-07,21,3,31.713
475,100,1e-07,21,5,33.762
476,100,1e-07,21,7,33.926
477,100,1e-07,21,9,34.584
478,100,1e-07,21,11,30.366
479,100,1e-07,21,13,36.641
480,100,1e-07,21,15,29.827
481,100,1e-07,21,17,31.908
482,100,1e-07,21,19,37.574
483,100,1e-07,21,21,37.379
484,500,0.001,1,1,1.76
485,500,0.001,1,3,
486,500,0.001,1,5,
487,500,0.001,1,7,
488,500,0.001,1,9,
489,500,0.001,1,11,
490,500,0.001,1,13,
491,500,0.001,1,15,
492,500,0.001,1,17,1.753
493,500,0.001,1,19,
494,500,0.001,1,21,1.454
495,500,0.001,3,1,
496,500,0.001,3,3,
497,500,0.001,3,5,
498,500,0.001,3,7,
499,500,0.001,3,9,
500,500,0.001,3,11,
501,500,0.001,3,13,
502,500,0.001,3,15,
503,500,0.001,3,17,
504,500,0.001,3,19,
505,500,0.001,3,21,
506,500,0.001,5,1,
507,500,0.001,5,3,
508,500,0.001,5,5,
509,500,0.001,5,7,
510,500,0.001,5,9,
511,500,0.001,5,11,
512,500,0.001,5,13,
513,500,0.001,5,15,
514,500,0.001,5,17,
515,500,0.001,5,19,
516,500,0.001,5,21,
517,500,0.001,7,1,
518,500,0.001,7,3,
519,500,0.001,7,5,
520,500,0.001,7,7,
521,500,0.001,7,9,
522,500,0.001,7,11,
523,500,0.001,7,13,
524,500,0.001,7,15,
525,500,0.001,7,17,
526,500,0.001,7,19,
527,500,0.001,7,21,
528,500,0.001,9,1,
529,500,0.001,9,3,
530,500,0.001,9,5,
531,500,0.001,9,7,
532,500,0.001,9,9,
533,500,0.001,9,11,
534,500,0.001,9,13,
535,500,0.001,9,15,
536,500,0.001,9,17,
537,500,0.001,9,19,
538,500,0.001,9,21,
539,500,0.001,11,1,
540,500,0.001,11,3,
541,500,0.001,11,5,
542,500,0.001,11,7,
543,500,0.001,11,9,
544,500,0.001,11,11,
545,500,0.001,11,13,
546,500,0.001,11,15,
547,500,0.001,11,17,
548,500,0.001,11,19,
549,500,0.001,11,21,
550,500,0.001,13,1,
551,500,0.001,13,3,
552,500,0.001,13,5,
553,500,0.001,13,7,
554,500,0.001,13,9,
555,500,0.001,13,11,
556,500,0.001,13,13,
557,500,0.001,13,15,
558,500,0.001,13,17,
559,500,0.001,13,19,
560,500,0.001,13,21,
561,500,0.001,15,1,
562,500,0.001,15,3,
563,500,0.001,15,5,
564,500,0.001,15,7,
565,500,0.001,15,9,
566,500,0.001,15,11,
567,500,0.001,15,13,
568,500,0.001,15,15,
569,500,0.001,15,17,
570,500,0.001,15,19,
571,500,0.001,15,21,
572,500,0.001,17,1,
573,500,0.001,17,3,
574,500,0.001,17,5,
575,500,0.001,17,7,
576,500,0.001,17,9,
577,500,0.001,17,11,
578,500,0.001,17,13,
579,500,0.001,17,15,
580,500,0.001,17,17,
581,500,0.001,17,19,
582,500,0.001,17,21,
583,500,0.001,19,1,
584,500,0.001,19,3,
585,500,0.001,19,5,
586,500,0.001,19,7,
587,500,0.001,19,9,
588,500,0.001,19,11,
589,500,0.001,19,13,
590,500,0.001,19,15,
591,500,0.001,19,17,
592,500,0.001,19,19,
593,500,0.001,19,21,
594,500,0.001,21,1,
595,500,0.001,21,3,
596,500,0.001,21,5,
597,500,0.001,21,7,
598,500,0.001,21,9,
599,500,0.001,21,11,
600,500,0.001,21,13,
601,500,0.001,21,15,
602,500,0.001,21,17,
603,500,0.001,21,19,
604,500,0.001,21,21,
605,500,0.0001,1,1,1.868
606,500,0.0001,1,3,1.869
607,500,0.0001,1,5,1.594
608,500,0.0001,1,7,1.489
609,500,0.0001,1,9,1.762
610,500,0.0001,1,11,1.691
611,500,0.0001,1,13,1.586
612,500,0.0001,1,15,1.718
613,500,0.0001,1,17,1.57
614,500,0.0001,1,19,1.755
615,500,0.0001,1,21,1.687
616,500,0.0001,3,1,2.849
617,500,0.0001,3,3,2.637
618,500,0.0001,3,5,2.981
619,500,0.0001,3,7,2.174
620,500,0.0001,3,9,2.591
621,500,0.0001,3,11,2.399
622,500,0.0001,3,13,2.815
623,500,0.0001,3,15,2.185
624,500,0.0001,3,17,2.637
625,500,0.0001,3,19,2.238
626,500,0.0001,3,21,2.812
627,500,0.0001,5,1,4.189
628,500,0.0001,5,3,
629,500,0.0001,5,5,
630,500,0.0001,5,7,
631,500,0.0001,5,9,4.715
632,500,0.0001,5,11,4.829
633,500,0.0001,5,13,
634,500,0.0001,5,15,
635,500,0.0001,5,17,4.911
636,500,0.0001,5,19,
637,500,0.0001,5,21,4.577
638,500,0.0001,7,1,
639,500,0.0001,7,3,
640,500,0.0001,7,5,
641,500,0.0001,7,7,
642,500,0.0001,7,9,
643,500,0.0001,7,11,
644,500,0.0001,7,13,
645,500,0.0001,7,15,
646,500,0.0001,7,17,
647,500,0.0001,7,19,
648,500,0.0001,7,21,
649,500,0.0001,9,1,
650,500,0.0001,9,3,
651,500,0.0001,9,5,
652,500,0.0001,9,7,
653,500,0.0001,9,9,
654,500,0.0001,9,11,
655,500,0.0001,9,13,
656,500,0.0001,9,15,
657,500,0.0001,9,17,
658,500,0.0001,9,19,
659,500,0.0001,9,21,
660,500,0.0001,11,1,
661,500,0.0001,11,3,
662,500,0.0001,11,5,
663,500,0.0001,11,7,
664,500,0.0001,11,9,
665,500,0.0001,11,11,
666,500,0.0001,11,13,
667,500,0.0001,11,15,
668,500,0.0001,11,17,
669,500,0.0001,11,19,
670,500,0.0001,11,21,
671,500,0.0001,13,1,
672,500,0.0001,13,3,
673,500,0.0001,13,5,
674,500,0.0001,13,7,
675,500,0.0001,13,9,
676,500,0.0001,13,11,
677,500,0.0001,13,13,
678,500,0.0001,13,15,
679,500,0.0001,13,17,
680,500,0.0001,13,19,
681,500,0.0001,13,21,
682,500,0.0001,15,1,
